Model,Task,Noise_Type,Noise_Level,Seed,N_samples,Acc,F1_macro,AUC,Acc_Black,Acc_East Asian,Acc_Indian,Acc_Latino_Hispanic,Acc_Middle Eastern,Acc_Southeast Asian,Acc_White,accuracy_gap,worst_group_acc,best_group_acc,dp_diff,eq_odds_diff,Acc_female,Acc_male,Acc_0-2,Acc_10-19,Acc_20-29,Acc_3-9,Acc_30-39,Acc_40-49,Acc_50-59,Acc_60-69,Acc_70+
Ours,age,clean,0,2,1000,0.319000,0.295009,0.742734,,,,,,,,0.147403,0.259740,0.407143,,0.445214,,,0.352941,0.141304,0.437276,0.429630,0.317391,0.150000,0.234375,0.215686,0.250000
Ours,age,cutout,1,2,1000,0.375000,0.294274,0.797554,,,,,,,,0.110870,0.339130,0.450000,,0.473158,,,0.411765,0.086957,0.673835,0.570370,0.186957,0.166667,0.296875,0.235294,0.083333
Ours,age,cutout,2,2,1000,0.392000,0.294084,0.803581,,,,,,,,0.136957,0.313043,0.450000,,0.458939,,,0.294118,0.163043,0.659498,0.562963,0.217391,0.266667,0.281250,0.235294,0.000000
Ours,age,cutout,3,2,1000,0.371000,0.278244,0.798950,,,,,,,,0.136957,0.313043,0.450000,,0.479951,,,0.294118,0.097826,0.695341,0.540741,0.173913,0.225000,0.218750,0.156863,0.083333
Ours,age,defocus,1,2,1000,0.286000,0.228859,0.679881,,,,,,,,0.111198,0.231343,0.342541,,0.408428,,,0.235294,0.086957,0.480287,0.318519,0.234783,0.200000,0.140625,0.176471,0.083333
Ours,age,defocus,2,2,1000,0.266000,0.181308,0.621823,,,,,,,,0.162987,0.201299,0.364286,,0.454213,,,0.176471,0.086957,0.519713,0.259259,0.200000,0.083333,0.093750,0.254902,0.000000
Ours,age,defocus,3,2,1000,0.270000,0.198350,0.628744,,,,,,,,0.149206,0.222222,0.371429,,0.420896,,,0.235294,0.141304,0.444444,0.333333,0.234783,0.050000,0.156250,0.274510,0.000000
Ours,age,gaussian,1,2,1000,0.297000,0.263010,0.694078,,,,,,,,0.133117,0.259740,0.392857,,0.450352,,,0.470588,0.097826,0.365591,0.392593,0.382609,0.091667,0.140625,0.313725,0.083333
Ours,age,gaussian,2,2,1000,0.310000,0.243188,0.664655,,,,,,,,0.088850,0.268293,0.357143,,0.315822,,,0.294118,0.163043,0.559140,0.288889,0.234783,0.150000,0.140625,0.274510,0.000000
Ours,age,gaussian,3,2,1000,0.282000,0.187400,0.636501,,,,,,,,0.107792,0.220779,0.328571,,0.318654,,,0.117647,0.130435,0.594982,0.340741,0.113043,0.141667,0.109375,0.117647,0.000000
Ours,age,glass,1,2,1000,0.324000,0.284050,0.737831,,,,,,,,0.165217,0.234783,0.400000,,0.424007,,,0.352941,0.097826,0.465950,0.466667,0.304348,0.191667,0.203125,0.156863,0.166667
Ours,age,glass,2,2,1000,0.302000,0.236922,0.710286,,,,,,,,0.173913,0.226087,0.400000,,0.375273,,,0.294118,0.097826,0.422939,0.437037,0.321739,0.158333,0.140625,0.176471,0.000000
Ours,age,glass,3,2,1000,0.267000,0.227293,0.662166,,,,,,,,0.129221,0.220779,0.350000,,0.424189,,,0.294118,0.097826,0.340502,0.392593,0.291304,0.166667,0.187500,0.098039,0.083333
Ours,age,impulse,1,2,1000,0.287000,0.167176,0.692971,,,,,,,,0.118337,0.238806,0.357143,,0.283430,,,0.117647,0.163043,0.698925,0.355556,0.043478,0.066667,0.046875,0.117647,0.000000
Ours,age,impulse,2,2,1000,0.268000,0.153374,0.659175,,,,,,,,0.091045,0.208955,0.300000,,0.269549,,,0.117647,0.163043,0.698925,0.222222,0.039130,0.075000,0.062500,0.078431,0.000000
Ours,age,impulse,3,2,1000,0.283000,0.159127,0.632466,,,,,,,,0.129014,0.217391,0.346405,,0.219387,,,0.058824,0.130435,0.731183,0.237037,0.039130,0.108333,0.062500,0.156863,0.000000
Ours,age,jpeg,1,2,1000,0.321000,0.295876,0.742614,,,,,,,,0.147403,0.259740,0.407143,,0.447392,,,0.352941,0.141304,0.440860,0.429630,0.321739,0.150000,0.234375,0.215686,0.250000
Ours,age,jpeg,2,2,1000,0.291000,0.240091,0.711619,,,,,,,,0.143786,0.227642,0.371429,,0.448994,,,0.352941,0.130435,0.465950,0.348148,0.273913,0.125000,0.125000,0.176471,0.083333
Ours,age,jpeg,3,2,1000,0.265000,0.231616,0.680360,,,,,,,,0.118814,0.202614,0.321429,,0.400891,,,0.411765,0.141304,0.401434,0.251852,0.282609,0.158333,0.046875,0.215686,0.083333
Ours,age,shot,1,2,1000,0.311000,0.253250,0.693611,,,,,,,,0.165920,0.248366,0.414286,,0.402651,,,0.411765,0.173913,0.451613,0.444444,0.321739,0.075000,0.140625,0.176471,0.083333
Ours,age,shot,2,2,1000,0.296000,0.223083,0.660997,,,,,,,,0.091812,0.243902,0.335714,,0.365067,,,0.294118,0.217391,0.551971,0.362963,0.173913,0.075000,0.093750,0.254902,0.000000
Ours,age,shot,3,2,1000,0.301000,0.180659,0.646540,,,,,,,,0.097826,0.252174,0.350000,,0.291402,,,0.235294,0.065217,0.752688,0.400000,0.043478,0.083333,0.015625,0.117647,0.000000
Ours,age,clean,0,3,1000,0.319000,0.281154,0.738807,,,,,,,,0.118831,0.259740,0.378571,,0.427063,,,0.294118,0.108696,0.462366,0.451852,0.278261,0.158333,0.281250,0.215686,0.166667
Ours,age,cutout,1,3,1000,0.361000,0.267118,0.786771,,,,,,,,0.131366,0.304348,0.435714,,0.386603,,,0.352941,0.086957,0.587814,0.577778,0.186957,0.316667,0.265625,0.137255,0.000000
Ours,age,cutout,2,3,1000,0.373000,0.275474,0.793589,,,,,,,,0.161491,0.295652,0.457143,,0.429136,,,0.352941,0.086957,0.609319,0.600000,0.186957,0.333333,0.281250,0.137255,0.000000
Ours,age,cutout,3,3,1000,0.364000,0.269663,0.789116,,,,,,,,0.200311,0.278261,0.478571,,0.427571,,,0.294118,0.043478,0.666667,0.548148,0.134783,0.341667,0.265625,0.098039,0.083333
Ours,age,defocus,1,3,1000,0.287000,0.205863,0.682456,,,,,,,,0.084137,0.241830,0.325967,,0.327307,,,0.176471,0.065217,0.491039,0.318519,0.260870,0.191667,0.125000,0.137255,0.000000
Ours,age,defocus,2,3,1000,0.269000,0.196039,0.631031,,,,,,,,0.122360,0.234783,0.357143,,0.376609,,,0.176471,0.108696,0.462366,0.318519,0.200000,0.150000,0.156250,0.196078,0.000000
Ours,age,defocus,3,3,1000,0.267000,0.202706,0.637490,,,,,,,,0.162154,0.216418,0.378571,,0.359171,,,0.235294,0.141304,0.383513,0.414815,0.256522,0.058333,0.171875,0.196078,0.000000
Ours,age,gaussian,1,3,1000,0.295000,0.235253,0.697805,,,,,,,,0.193506,0.220779,0.414286,,0.350970,,,0.352941,0.097826,0.379928,0.414815,0.395652,0.066667,0.062500,0.294118,0.000000
Ours,age,gaussian,2,3,1000,0.294000,0.240020,0.660508,,,,,,,,0.095949,0.261194,0.357143,,0.344799,,,0.294118,0.097826,0.526882,0.385185,0.191304,0.158333,0.062500,0.254902,0.083333
Ours,age,gaussian,3,3,1000,0.285000,0.175251,0.636479,,,,,,,,0.148447,0.208696,0.357143,,0.291789,,,0.117647,0.010870,0.573477,0.466667,0.130435,0.141667,0.125000,0.078431,0.000000
Ours,age,glass,1,3,1000,0.325000,0.278030,0.734330,,,,,,,,0.128882,0.278261,0.407143,,0.434007,,,0.352941,0.076087,0.498208,0.414815,0.278261,0.216667,0.281250,0.137255,0.166667
Ours,age,glass,2,3,1000,0.307000,0.217229,0.707874,,,,,,,,0.130205,0.248366,0.378571,,0.327911,,,0.235294,0.065217,0.480287,0.429630,0.304348,0.191667,0.109375,0.098039,0.000000
Ours,age,glass,3,3,1000,0.291000,0.214356,0.670429,,,,,,,,0.143884,0.241830,0.385714,,0.319604,,,0.235294,0.108696,0.397849,0.422222,0.308696,0.216667,0.125000,0.078431,0.000000
Ours,age,impulse,1,3,1000,0.306000,0.190557,0.684083,,,,,,,,0.088562,0.261438,0.350000,,0.292436,,,0.294118,0.065217,0.745520,0.355556,0.073913,0.083333,0.062500,0.156863,0.000000
Ours,age,impulse,2,3,1000,0.282000,0.183798,0.654428,,,,,,,,0.068831,0.259740,0.328571,,0.336796,,,0.176471,0.032609,0.720430,0.259259,0.047826,0.125000,0.109375,0.117647,0.083333
Ours,age,impulse,3,3,1000,0.271000,0.149516,0.630509,,,,,,,,0.068977,0.223881,0.292857,,0.243343,,,0.058824,0.043478,0.677419,0.214815,0.039130,0.283333,0.046875,0.019608,0.083333
Ours,age,jpeg,1,3,1000,0.318000,0.280787,0.738704,,,,,,,,0.118831,0.259740,0.378571,,0.427063,,,0.294118,0.108696,0.458781,0.451852,0.278261,0.158333,0.281250,0.215686,0.166667
Ours,age,jpeg,2,3,1000,0.288000,0.247234,0.709160,,,,,,,,0.120807,0.243478,0.364286,,0.387682,,,0.411765,0.097826,0.462366,0.400000,0.226087,0.141667,0.140625,0.196078,0.083333
Ours,age,jpeg,3,3,1000,0.266000,0.220997,0.676838,,,,,,,,0.127273,0.201299,0.328571,,0.418871,,,0.294118,0.097826,0.444444,0.311111,0.178261,0.250000,0.062500,0.196078,0.083333
Ours,age,shot,1,3,1000,0.306000,0.263149,0.689293,,,,,,,,0.193277,0.235294,0.428571,,0.464184,,,0.470588,0.173913,0.408602,0.444444,0.321739,0.125000,0.093750,0.235294,0.083333
Ours,age,shot,2,3,1000,0.288000,0.225517,0.661004,,,,,,,,0.114706,0.235294,0.350000,,0.332499,,,0.294118,0.173913,0.480287,0.466667,0.173913,0.091667,0.093750,0.254902,0.000000
Ours,age,shot,3,3,1000,0.295000,0.174383,0.641180,,,,,,,,0.162733,0.208696,0.371429,,0.290009,,,0.117647,0.054348,0.645161,0.496296,0.082609,0.100000,0.078125,0.098039,0.000000
Ours,age,clean,0,4,1000,0.306000,0.283776,0.737773,,,,,,,,0.122456,0.241830,0.364286,,0.441102,,,0.352941,0.108696,0.444444,0.392593,0.269565,0.175000,0.218750,0.274510,0.166667
Ours,age,cutout,1,4,1000,0.363000,0.268092,0.795783,,,,,,,,0.136275,0.313725,0.450000,,0.364053,,,0.411765,0.086957,0.612903,0.614815,0.178261,0.300000,0.093750,0.215686,0.000000
Ours,age,cutout,2,4,1000,0.380000,0.273279,0.800725,,,,,,,,0.135061,0.300654,0.435714,,0.430859,,,0.294118,0.065217,0.627240,0.651852,0.178261,0.375000,0.140625,0.215686,0.000000
Ours,age,cutout,3,4,1000,0.388000,0.284599,0.797214,,,,,,,,0.151167,0.320261,0.471429,,0.368321,,,0.411765,0.032609,0.688172,0.622222,0.160870,0.358333,0.156250,0.235294,0.000000
Ours,age,defocus,1,4,1000,0.278000,0.222897,0.672075,,,,,,,,0.123352,0.202614,0.325967,,0.363176,,,0.235294,0.097826,0.412186,0.362963,0.252174,0.175000,0.187500,0.196078,0.000000
Ours,age,defocus,2,4,1000,0.265000,0.195493,0.633041,,,,,,,,0.162793,0.201493,0.364286,,0.350439,,,0.176471,0.108696,0.451613,0.362963,0.178261,0.125000,0.187500,0.176471,0.000000
Ours,age,defocus,3,4,1000,0.279000,0.206121,0.636971,,,,,,,,0.176439,0.216418,0.392857,,0.360561,,,0.176471,0.119565,0.430108,0.451852,0.221739,0.083333,0.171875,0.235294,0.000000
Ours,age,gaussian,1,4,1000,0.323000,0.254921,0.695658,,,,,,,,0.052045,0.298701,0.350746,,0.295938,,,0.352941,0.108696,0.426523,0.429630,0.382609,0.150000,0.109375,0.333333,0.000000
Ours,age,gaussian,2,4,1000,0.313000,0.246634,0.663625,,,,,,,,0.066434,0.276423,0.342857,,0.343986,,,0.294118,0.086957,0.508961,0.355556,0.243478,0.225000,0.187500,0.294118,0.000000
Ours,age,gaussian,3,4,1000,0.261000,0.174444,0.639196,,,,,,,,0.114286,0.200000,0.314286,,0.292048,,,0.176471,0.032609,0.491039,0.488889,0.100000,0.158333,0.093750,0.078431,0.000000
Ours,age,glass,1,4,1000,0.309000,0.250937,0.728759,,,,,,,,0.122456,0.241830,0.364286,,0.370010,,,0.411765,0.054348,0.455197,0.414815,0.286957,0.200000,0.203125,0.215686,0.000000
Ours,age,glass,2,4,1000,0.308000,0.226454,0.707585,,,,,,,,0.204528,0.202614,0.407143,,0.358441,,,0.235294,0.097826,0.451613,0.444444,0.317391,0.166667,0.125000,0.156863,0.000000
Ours,age,glass,3,4,1000,0.261000,0.204571,0.667412,,,,,,,,0.155195,0.194805,0.350000,,0.334062,,,0.352941,0.054348,0.351254,0.444444,0.243478,0.208333,0.093750,0.098039,0.000000
Ours,age,impulse,1,4,1000,0.313000,0.181281,0.693709,,,,,,,,0.107604,0.274510,0.382114,,0.279710,,,0.117647,0.086957,0.731183,0.466667,0.047826,0.091667,0.125000,0.117647,0.000000
Ours,age,impulse,2,4,1000,0.279000,0.164725,0.657102,,,,,,,,0.089855,0.243478,0.333333,,0.278646,,,0.117647,0.097826,0.670251,0.377778,0.021739,0.066667,0.203125,0.078431,0.000000
Ours,age,impulse,3,4,1000,0.283000,0.163858,0.627241,,,,,,,,0.088830,0.226087,0.314917,,0.219925,,,0.058824,0.076087,0.659498,0.407407,0.017391,0.125000,0.187500,0.098039,0.000000
Ours,age,jpeg,1,4,1000,0.306000,0.283776,0.737659,,,,,,,,0.122456,0.241830,0.364286,,0.441102,,,0.352941,0.108696,0.444444,0.392593,0.269565,0.175000,0.218750,0.274510,0.166667
Ours,age,jpeg,2,4,1000,0.285000,0.252792,0.706368,,,,,,,,0.065097,0.260870,0.325967,,0.393045,,,0.352941,0.086957,0.430108,0.407407,0.291304,0.083333,0.109375,0.196078,0.166667
Ours,age,jpeg,3,4,1000,0.273000,0.228776,0.667939,,,,,,,,0.088613,0.220779,0.309392,,0.340514,,,0.470588,0.173913,0.329749,0.274074,0.347826,0.216667,0.046875,0.215686,0.000000
Ours,age,shot,1,4,1000,0.296000,0.248883,0.689555,,,,,,,,0.104545,0.259740,0.364286,,0.424270,,,0.529412,0.130435,0.448029,0.511111,0.226087,0.075000,0.093750,0.254902,0.083333
Ours,age,shot,2,4,1000,0.281000,0.212162,0.662136,,,,,,,,0.087691,0.243478,0.331169,,0.328126,,,0.294118,0.163043,0.473118,0.466667,0.152174,0.091667,0.078125,0.294118,0.000000
Ours,age,shot,3,4,1000,0.288000,0.186964,0.637689,,,,,,,,0.068409,0.260163,0.328571,,0.282062,,,0.176471,0.076087,0.598566,0.518519,0.069565,0.091667,0.125000,0.117647,0.000000
