Model,Task,Noise_Type,Noise_Level,Seed,N_samples,Acc,F1_macro,AUC,Acc_Asian,Acc_Black,Acc_Indian,Acc_Others,Acc_White,accuracy_gap,worst_group_acc,best_group_acc,dp_diff,eq_odds_diff,Acc_female,Acc_male,Acc_0-2,Acc_10-19,Acc_20-29,Acc_3-9,Acc_30-39,Acc_40-49,Acc_50-59,Acc_60-69,Acc_70+
Baseline,gender,cutout,3,2,1000,0.911000,0.911000,0.971034,,,,,,0.082561,0.855263,0.937824,0.219048,0.116866,0.919355,0.902778,,,,,,,,,
Baseline,gender,defocus,1,2,1000,0.908000,0.907928,0.967414,,,,,,0.075982,0.861842,0.937824,0.199524,0.083814,0.887097,0.928571,,,,,,,,,
Baseline,gender,defocus,2,2,1000,0.852000,0.850737,0.943816,,,,,,0.088560,0.802632,0.891192,0.206842,0.118150,0.766129,0.936508,,,,,,,,,
Baseline,gender,defocus,3,2,1000,0.812000,0.808768,0.919423,,,,,,0.112899,0.736842,0.849741,0.160877,0.124623,0.687500,0.934524,,,,,,,,,
Baseline,gender,gaussian,1,2,1000,0.912000,0.911994,0.966454,,,,,,0.081163,0.861842,0.943005,0.235238,0.108605,0.911290,0.912698,,,,,,,,,
Baseline,gender,gaussian,2,2,1000,0.903000,0.902978,0.962710,,,,,,0.084649,0.848684,0.933333,0.205702,0.095969,0.895161,0.910714,,,,,,,,,
Baseline,gender,gaussian,3,2,1000,0.867000,0.866903,0.946065,,,,,,0.121867,0.782895,0.904762,0.194286,0.132279,0.846774,0.886905,,,,,,,,,
Baseline,gender,glass,1,2,1000,0.916000,0.916000,0.971046,,,,,,0.128204,0.835526,0.963731,0.231842,0.145676,0.921371,0.910714,,,,,,,,,
Baseline,gender,glass,2,2,1000,0.902000,0.902000,0.960061,,,,,,0.102298,0.835526,0.937824,0.205351,0.109617,0.909274,0.894841,,,,,,,,,
Baseline,gender,glass,3,2,1000,0.902000,0.901944,0.959477,,,,,,0.100900,0.842105,0.943005,0.218947,0.107814,0.885081,0.918651,,,,,,,,,
Baseline,gender,impulse,1,2,1000,0.881000,0.880947,0.948741,,,,,,0.109286,0.802632,0.911917,0.191579,0.129688,0.909274,0.853175,,,,,,,,,
Baseline,gender,impulse,2,2,1000,0.873000,0.872994,0.943264,,,,,,0.158835,0.769737,0.928571,0.218158,0.180949,0.887097,0.859127,,,,,,,,,
Baseline,gender,impulse,3,2,1000,0.848000,0.847939,0.929311,,,,,,0.166667,0.750000,0.916667,0.198596,0.183357,0.834677,0.861111,,,,,,,,,
Baseline,gender,jpeg,1,2,1000,0.924000,0.923999,0.973094,,,,,,0.107070,0.861842,0.968912,0.218509,0.115512,0.935484,0.912698,,,,,,,,,
Baseline,gender,jpeg,2,2,1000,0.924000,0.923985,0.973762,,,,,,0.107070,0.861842,0.968912,0.232018,0.130041,0.917339,0.930556,,,,,,,,,
Baseline,gender,jpeg,3,2,1000,0.914000,0.913991,0.970634,,,,,,0.065000,0.875000,0.940000,0.212193,0.071912,0.911290,0.916667,,,,,,,,,
Baseline,gender,shot,1,2,1000,0.909000,0.908993,0.969966,,,,,,0.104474,0.835526,0.940000,0.198095,0.117749,0.907258,0.910714,,,,,,,,,
Baseline,gender,shot,2,2,1000,0.893000,0.892982,0.954553,,,,,,0.103695,0.828947,0.932642,0.223333,0.138533,0.887097,0.898810,,,,,,,,,
Baseline,gender,shot,3,2,1000,0.860000,0.859955,0.937556,,,,,,0.038847,0.842105,0.880952,0.258246,0.139715,0.848790,0.871032,,,,,,,,,
Baseline,gender,clean,0,3,1000,0.914000,0.914000,0.973622,,,,,,0.088731,0.875000,0.963731,0.205351,0.095105,0.919355,0.908730,,,,,,,,,
Baseline,gender,cutout,1,3,1000,0.916000,0.915997,0.973146,,,,,,0.090128,0.868421,0.958549,0.198772,0.096515,0.917339,0.914683,,,,,,,,,
Baseline,gender,cutout,2,3,1000,0.923000,0.922983,0.973074,,,,,,0.087333,0.881579,0.968912,0.178095,0.086550,0.915323,0.930556,,,,,,,,,
Baseline,gender,cutout,3,3,1000,0.914000,0.913991,0.971566,,,,,,0.086344,0.861842,0.948187,0.190000,0.087244,0.911290,0.916667,,,,,,,,,
Baseline,gender,defocus,1,3,1000,0.907000,0.906966,0.968530,,,,,,0.090128,0.868421,0.958549,0.172632,0.088800,0.895161,0.918651,,,,,,,,,
Baseline,gender,defocus,2,3,1000,0.847000,0.845607,0.939248,,,,,,0.120057,0.776316,0.896373,0.207018,0.151268,0.758065,0.934524,,,,,,,,,
Baseline,gender,defocus,3,3,1000,0.815000,0.811138,0.910410,,,,,,0.116683,0.743421,0.860104,0.194298,0.152987,0.677419,0.950397,,,,,,,,,
Baseline,gender,gaussian,1,3,1000,0.902000,0.901934,0.966754,,,,,,0.059040,0.868421,0.927461,0.179524,0.054754,0.883065,0.920635,,,,,,,,,
Baseline,gender,gaussian,2,3,1000,0.897000,0.896772,0.964722,,,,,,0.083958,0.848684,0.932642,0.175714,0.083513,0.856855,0.936508,,,,,,,,,
Baseline,gender,gaussian,3,3,1000,0.870000,0.869724,0.948329,,,,,,0.087719,0.828947,0.916667,0.212632,0.119024,0.830645,0.908730,,,,,,,,,
Baseline,gender,glass,1,3,1000,0.910000,0.910000,0.971378,,,,,,0.139965,0.828947,0.968912,0.205263,0.148182,0.915323,0.904762,,,,,,,,,
Baseline,gender,glass,2,3,1000,0.904000,0.904000,0.964194,,,,,,0.091526,0.861842,0.953368,0.191842,0.110346,0.913306,0.894841,,,,,,,,,
Baseline,gender,glass,3,3,1000,0.892000,0.891957,0.962394,,,,,,0.095719,0.842105,0.937824,0.198947,0.103231,0.879032,0.904762,,,,,,,,,
Baseline,gender,impulse,1,3,1000,0.888000,0.888000,0.955429,,,,,,0.113069,0.809211,0.922280,0.178684,0.122197,0.895161,0.880952,,,,,,,,,
Baseline,gender,impulse,2,3,1000,0.872000,0.871926,0.947689,,,,,,0.137845,0.802632,0.940476,0.172281,0.149558,0.854839,0.888889,,,,,,,,,
Baseline,gender,impulse,3,3,1000,0.852000,0.851713,0.931400,,,,,,0.146930,0.769737,0.916667,0.179211,0.153093,0.814516,0.888889,,,,,,,,,
Baseline,gender,jpeg,1,3,1000,0.912000,0.912000,0.973418,,,,,,0.095310,0.868421,0.963731,0.211930,0.102918,0.919355,0.904762,,,,,,,,,
Baseline,gender,jpeg,2,3,1000,0.919000,0.918957,0.973038,,,,,,0.128204,0.835526,0.963731,0.199035,0.130732,0.903226,0.934524,,,,,,,,,
Baseline,gender,jpeg,3,3,1000,0.920000,0.919974,0.971334,,,,,,0.056245,0.881579,0.937824,0.192456,0.070764,0.909274,0.930556,,,,,,,,,
Baseline,gender,shot,1,3,1000,0.906000,0.905915,0.971142,,,,,,0.078634,0.861842,0.940476,0.192857,0.078874,0.883065,0.928571,,,,,,,,,
Baseline,gender,shot,2,3,1000,0.895000,0.894886,0.958341,,,,,,0.079887,0.848684,0.928571,0.185877,0.093426,0.868952,0.920635,,,,,,,,,
Baseline,gender,shot,3,3,1000,0.858000,0.857889,0.938232,,,,,,0.107456,0.809211,0.916667,0.212018,0.141913,0.836694,0.878968,,,,,,,,,
Baseline,gender,clean,0,4,1000,0.915000,0.914996,0.971970,,,,,,0.071789,0.881579,0.953368,0.198772,0.093743,0.915323,0.914683,,,,,,,,,
Baseline,gender,cutout,1,4,1000,0.918000,0.917992,0.971838,,,,,,0.090128,0.868421,0.958549,0.212105,0.106932,0.915323,0.920635,,,,,,,,,
Baseline,gender,cutout,2,4,1000,0.918000,0.917992,0.971574,,,,,,0.084947,0.868421,0.953368,0.211930,0.098575,0.915323,0.920635,,,,,,,,,
Baseline,gender,cutout,3,4,1000,0.906000,0.905991,0.969254,,,,,,0.070800,0.861842,0.932642,0.212018,0.095681,0.903226,0.908730,,,,,,,,,
Baseline,gender,defocus,1,4,1000,0.914000,0.913972,0.965186,,,,,,0.075579,0.893333,0.968912,0.218860,0.115740,0.903226,0.924603,,,,,,,,,
Baseline,gender,defocus,2,4,1000,0.843000,0.841509,0.933700,,,,,,0.095139,0.796053,0.891192,0.197619,0.127831,0.752016,0.932540,,,,,,,,,
Baseline,gender,defocus,3,4,1000,0.801000,0.796101,0.904886,,,,,,0.109825,0.736842,0.846667,0.167895,0.133989,0.651210,0.948413,,,,,,,,,
Baseline,gender,gaussian,1,4,1000,0.910000,0.909883,0.966742,,,,,,0.069403,0.868421,0.937824,0.194286,0.066983,0.881048,0.938492,,,,,,,,,
Baseline,gender,gaussian,2,4,1000,0.897000,0.896827,0.963282,,,,,,0.031754,0.881579,0.913333,0.179474,0.040646,0.862903,0.930556,,,,,,,,,
Baseline,gender,gaussian,3,4,1000,0.864000,0.863405,0.948005,,,,,,0.084367,0.822368,0.906736,0.166579,0.077401,0.804435,0.922619,,,,,,,,,
Baseline,gender,glass,1,4,1000,0.917000,0.916996,0.969398,,,,,,0.103286,0.855263,0.958549,0.211930,0.112140,0.917339,0.916667,,,,,,,,,
Baseline,gender,glass,2,4,1000,0.906000,0.906000,0.962550,,,,,,0.103286,0.855263,0.958549,0.191579,0.132052,0.913306,0.898810,,,,,,,,,
Baseline,gender,glass,3,4,1000,0.902000,0.901968,0.959853,,,,,,0.084947,0.868421,0.953368,0.212105,0.103583,0.891129,0.912698,,,,,,,,,
Baseline,gender,impulse,1,4,1000,0.889000,0.888968,0.955145,,,,,,0.063233,0.848684,0.911917,0.151842,0.096035,0.913306,0.865079,,,,,,,,,
Baseline,gender,impulse,2,4,1000,0.865000,0.864997,0.945276,,,,,,0.164160,0.776316,0.940476,0.188778,0.204695,0.877016,0.853175,,,,,,,,,
Baseline,gender,impulse,3,4,1000,0.849000,0.848945,0.930864,,,,,,0.140351,0.776316,0.916667,0.178596,0.159974,0.836694,0.861111,,,,,,,,,
Baseline,gender,jpeg,1,4,1000,0.915000,0.914996,0.971842,,,,,,0.078368,0.875000,0.953368,0.212018,0.101556,0.915323,0.914683,,,,,,,,,
Baseline,gender,jpeg,2,4,1000,0.918000,0.917988,0.971234,,,,,,0.082152,0.881579,0.963731,0.231930,0.116852,0.913306,0.922619,,,,,,,,,
Baseline,gender,jpeg,3,4,1000,0.919000,0.918957,0.970958,,,,,,0.054847,0.888158,0.943005,0.180952,0.060913,0.903226,0.934524,,,,,,,,,
Baseline,gender,shot,1,4,1000,0.917000,0.916886,0.972318,,,,,,0.037906,0.894737,0.932642,0.175714,0.058097,0.887097,0.946429,,,,,,,,,
Baseline,gender,shot,2,4,1000,0.884000,0.883732,0.959241,,,,,,0.093045,0.835526,0.928571,0.200952,0.113153,0.842742,0.924603,,,,,,,,,
Baseline,gender,shot,3,4,1000,0.856000,0.855480,0.942540,,,,,,0.102130,0.802632,0.904762,0.186140,0.124153,0.802419,0.908730,,,,,,,,,
Baseline,age,clean,0,0,1000,0.519000,0.492468,0.864024,,,,,,0.217889,0.466321,0.684211,,0.434960,,,0.865169,0.438596,0.694631,0.557143,0.377551,0.204082,0.306818,0.313725,0.641509
Baseline,age,cutout,1,0,1000,0.513000,0.486340,0.864021,,,,,,0.234831,0.455959,0.690789,,0.435053,,,0.865169,0.508772,0.694631,0.485714,0.326531,0.214286,0.340909,0.352941,0.622642
Baseline,age,cutout,2,0,1000,0.504000,0.483480,0.863845,,,,,,0.219866,0.424870,0.644737,,0.443510,,,0.842697,0.543860,0.661074,0.485714,0.336735,0.234694,0.318182,0.313725,0.641509
Baseline,age,cutout,3,0,1000,0.505000,0.486366,0.860969,,,,,,0.204322,0.440415,0.644737,,0.456182,,,0.820225,0.508772,0.664430,0.500000,0.352041,0.204082,0.329545,0.352941,0.641509
Baseline,age,defocus,1,0,1000,0.470000,0.424232,0.832314,,,,,,0.203913,0.414508,0.618421,,0.411500,,,0.674157,0.245614,0.701342,0.528571,0.413265,0.142857,0.227273,0.196078,0.471698
Baseline,age,defocus,2,0,1000,0.395000,0.329135,0.768319,,,,,,0.160175,0.326667,0.486842,,0.377262,,,0.404494,0.175439,0.560403,0.471429,0.561224,0.132653,0.102273,0.098039,0.226415
Baseline,age,defocus,3,0,1000,0.293000,0.229506,0.718976,,,,,,0.113333,0.220000,0.333333,,0.315342,,,0.269663,0.087719,0.385906,0.285714,0.535714,0.122449,0.011364,0.078431,0.132075
Baseline,age,gaussian,1,0,1000,0.337000,0.328982,0.803228,,,,,,0.160789,0.280000,0.440789,,0.388391,,,0.674157,0.736842,0.355705,0.428571,0.137755,0.102041,0.170455,0.274510,0.622642
Baseline,age,gaussian,2,0,1000,0.295000,0.291134,0.779789,,,,,,0.159524,0.233333,0.392857,,0.370799,,,0.471910,0.701754,0.298658,0.328571,0.147959,0.091837,0.170455,0.294118,0.622642
Baseline,age,gaussian,3,0,1000,0.260000,0.253808,0.742667,,,,,,0.158571,0.186667,0.345238,,0.343375,,,0.303371,0.754386,0.278523,0.328571,0.122449,0.091837,0.102273,0.333333,0.471698
Baseline,age,glass,1,0,1000,0.519000,0.485762,0.861239,,,,,,0.251773,0.445596,0.697368,,0.427086,,,0.865169,0.421053,0.714765,0.571429,0.392857,0.193878,0.272727,0.294118,0.566038
Baseline,age,glass,2,0,1000,0.484000,0.444656,0.843460,,,,,,0.235410,0.409326,0.644737,,0.334069,,,0.741573,0.315789,0.701342,0.514286,0.382653,0.122449,0.272727,0.254902,0.584906
Baseline,age,glass,3,0,1000,0.471000,0.427065,0.824803,,,,,,0.184176,0.414508,0.598684,,0.343271,,,0.685393,0.228070,0.691275,0.542857,0.428571,0.112245,0.250000,0.254902,0.433962
Baseline,age,impulse,1,0,1000,0.371000,0.356990,0.816327,,,,,,0.143067,0.310881,0.453947,,0.268824,,,0.662921,0.631579,0.469799,0.528571,0.102041,0.122449,0.261364,0.274510,0.566038
Baseline,age,impulse,2,0,1000,0.323000,0.310312,0.797050,,,,,,0.134286,0.246667,0.380952,,0.285228,,,0.438202,0.719298,0.399329,0.500000,0.076531,0.081633,0.238636,0.215686,0.641509
Baseline,age,impulse,3,0,1000,0.251000,0.233004,0.765119,,,,,,0.119048,0.166667,0.285714,,0.348635,,,0.303371,0.614035,0.342282,0.342857,0.066327,0.020408,0.136364,0.235294,0.452830
Baseline,age,jpeg,1,0,1000,0.517000,0.488838,0.864325,,,,,,0.217889,0.466321,0.684211,,0.434960,,,0.853933,0.438596,0.694631,0.557143,0.377551,0.204082,0.306818,0.294118,0.641509
Baseline,age,jpeg,2,0,1000,0.508000,0.476344,0.852991,,,,,,0.185983,0.445596,0.631579,,0.384248,,,0.808989,0.298246,0.731544,0.571429,0.316327,0.193878,0.295455,0.372549,0.660377
Baseline,age,jpeg,3,0,1000,0.442000,0.409191,0.834609,,,,,,0.239774,0.352332,0.592105,,0.409055,,,0.707865,0.368421,0.590604,0.657143,0.234694,0.163265,0.250000,0.333333,0.660377
Baseline,age,shot,1,0,1000,0.327000,0.321072,0.803983,,,,,,0.114737,0.280000,0.394737,,0.366281,,,0.584270,0.701754,0.362416,0.442857,0.132653,0.061224,0.159091,0.313725,0.641509
Baseline,age,shot,2,0,1000,0.268000,0.271082,0.768287,,,,,,0.113333,0.220000,0.333333,,0.371997,,,0.415730,0.666667,0.271812,0.371429,0.117347,0.081633,0.147727,0.294118,0.509434
Baseline,age,shot,3,0,1000,0.216000,0.213562,0.731566,,,,,,0.118907,0.140000,0.258907,,0.337052,,,0.213483,0.666667,0.201342,0.271429,0.127551,0.061224,0.090909,0.274510,0.509434
Baseline,age,clean,0,1,1000,0.517000,0.487651,0.864617,,,,,,0.235819,0.435233,0.671053,,0.370311,,,0.865169,0.456140,0.728188,0.614286,0.341837,0.153061,0.318182,0.274510,0.566038
Baseline,age,cutout,1,1,1000,0.523000,0.496773,0.864474,,,,,,0.256545,0.414508,0.671053,,0.360764,,,0.853933,0.543860,0.721477,0.571429,0.306122,0.234694,0.363636,0.294118,0.584906
Baseline,age,cutout,2,1,1000,0.514000,0.484983,0.863408,,,,,,0.230229,0.414508,0.644737,,0.387059,,,0.808989,0.561404,0.704698,0.542857,0.336735,0.214286,0.340909,0.274510,0.584906
Baseline,age,cutout,3,1,1000,0.517000,0.497537,0.862261,,,,,,0.246182,0.424870,0.671053,,0.387501,,,0.786517,0.561404,0.691275,0.600000,0.341837,0.214286,0.329545,0.333333,0.622642
Baseline,age,defocus,1,1,1000,0.469000,0.418036,0.835303,,,,,,0.185263,0.420000,0.605263,,0.322927,,,0.640449,0.280702,0.704698,0.485714,0.443878,0.112245,0.204545,0.254902,0.433962
Baseline,age,defocus,2,1,1000,0.388000,0.329733,0.775127,,,,,,0.201429,0.286667,0.488095,,0.371872,,,0.393258,0.210526,0.540268,0.457143,0.551020,0.122449,0.056818,0.235294,0.207547
Baseline,age,defocus,3,1,1000,0.314000,0.261564,0.726037,,,,,,0.161667,0.213333,0.375000,,0.327395,,,0.314607,0.122807,0.389262,0.328571,0.566327,0.091837,0.000000,0.215686,0.169811
Baseline,age,gaussian,1,1,1000,0.318000,0.323847,0.804387,,,,,,0.207632,0.220000,0.427632,,0.415543,,,0.651685,0.736842,0.302013,0.485714,0.086735,0.173469,0.113636,0.333333,0.622642
Baseline,age,gaussian,2,1,1000,0.257000,0.267204,0.778812,,,,,,0.160252,0.196891,0.357143,,0.351604,,,0.505618,0.666667,0.218121,0.414286,0.071429,0.153061,0.113636,0.294118,0.490566
Baseline,age,gaussian,3,1,1000,0.226000,0.227085,0.739138,,,,,,0.135534,0.140000,0.275534,,0.265994,,,0.314607,0.649123,0.211409,0.371429,0.071429,0.122449,0.056818,0.431373,0.358491
Baseline,age,glass,1,1,1000,0.515000,0.485481,0.862919,,,,,,0.255556,0.435233,0.690789,,0.369175,,,0.808989,0.403509,0.718121,0.600000,0.377551,0.224490,0.250000,0.274510,0.603774
Baseline,age,glass,2,1,1000,0.490000,0.451589,0.845308,,,,,,0.209095,0.409326,0.618421,,0.321530,,,0.707865,0.385965,0.721477,0.542857,0.367347,0.163265,0.250000,0.235294,0.566038
Baseline,age,glass,3,1,1000,0.473000,0.425969,0.831856,,,,,,0.148896,0.430052,0.578947,,0.339679,,,0.662921,0.263158,0.701342,0.514286,0.438776,0.153061,0.147727,0.294118,0.471698
Baseline,age,impulse,1,1,1000,0.351000,0.343100,0.808398,,,,,,0.160997,0.279793,0.440789,,0.283954,,,0.561798,0.561404,0.419463,0.671429,0.107143,0.153061,0.136364,0.392157,0.547170
Baseline,age,impulse,2,1,1000,0.308000,0.298213,0.793298,,,,,,0.161842,0.200000,0.361842,,0.290241,,,0.415730,0.684211,0.348993,0.671429,0.086735,0.102041,0.068182,0.352941,0.566038
Baseline,age,impulse,3,1,1000,0.258000,0.247080,0.764872,,,,,,0.162857,0.146667,0.309524,,0.343547,,,0.325843,0.526316,0.315436,0.557143,0.051020,0.081633,0.045455,0.431373,0.415094
Baseline,age,jpeg,1,1,1000,0.517000,0.486554,0.865036,,,,,,0.235819,0.435233,0.671053,,0.370311,,,0.865169,0.456140,0.728188,0.614286,0.341837,0.153061,0.318182,0.274510,0.566038
Baseline,age,jpeg,2,1,1000,0.509000,0.477177,0.853337,,,,,,0.245773,0.398964,0.644737,,0.334061,,,0.775281,0.385965,0.724832,0.571429,0.357143,0.153061,0.272727,0.372549,0.641509
Baseline,age,jpeg,3,1,1000,0.449000,0.422119,0.835644,,,,,,0.205614,0.373333,0.578947,,0.443139,,,0.674157,0.403509,0.536913,0.700000,0.382653,0.173469,0.136364,0.392157,0.622642
Baseline,age,shot,1,1,1000,0.314000,0.321729,0.807117,,,,,,0.183699,0.217617,0.401316,,0.373035,,,0.584270,0.701754,0.305369,0.457143,0.102041,0.122449,0.136364,0.470588,0.584906
Baseline,age,shot,2,1,1000,0.240000,0.250262,0.768365,,,,,,0.156190,0.153333,0.309524,,0.347439,,,0.426966,0.649123,0.214765,0.442857,0.061224,0.091837,0.090909,0.352941,0.433962
Baseline,age,shot,3,1,1000,0.217000,0.220962,0.734503,,,,,,0.144117,0.126667,0.270784,,0.314104,,,0.247191,0.719298,0.187919,0.357143,0.076531,0.071429,0.090909,0.392157,0.433962
Baseline,age,clean,0,2,1000,0.505000,0.477798,0.859742,,,,,,0.169041,0.455959,0.625000,,0.364956,,,0.831461,0.456140,0.694631,0.557143,0.357143,0.153061,0.306818,0.313725,0.584906
Baseline,age,cutout,1,2,1000,0.506000,0.476296,0.859290,,,,,,0.213696,0.450777,0.664474,,0.419530,,,0.853933,0.508772,0.684564,0.542857,0.352041,0.204082,0.272727,0.352941,0.528302
Baseline,age,cutout,2,2,1000,0.487000,0.454865,0.860280,,,,,,0.201527,0.430052,0.631579,,0.397436,,,0.786517,0.473684,0.661074,0.514286,0.367347,0.173469,0.261364,0.352941,0.509434
Baseline,age,cutout,3,2,1000,0.484000,0.455871,0.856420,,,,,,0.158596,0.446667,0.605263,,0.374332,,,0.764045,0.491228,0.647651,0.557143,0.362245,0.153061,0.227273,0.431373,0.528302
Baseline,age,defocus,1,2,1000,0.475000,0.424047,0.832400,,,,,,0.178684,0.420000,0.598684,,0.416370,,,0.595506,0.263158,0.684564,0.557143,0.484694,0.183673,0.147727,0.274510,0.452830
Baseline,age,defocus,2,2,1000,0.372000,0.324557,0.772499,,,,,,0.188095,0.300000,0.488095,,0.363443,,,0.370787,0.157895,0.463087,0.514286,0.556122,0.214286,0.045455,0.176471,0.245283
Baseline,age,defocus,3,2,1000,0.297000,0.245504,0.723471,,,,,,0.162381,0.206667,0.369048,,0.337390,,,0.224719,0.122807,0.295302,0.400000,0.622449,0.163265,0.000000,0.156863,0.150943
Baseline,age,gaussian,1,2,1000,0.320000,0.336418,0.798807,,,,,,0.193073,0.227979,0.421053,,0.409372,,,0.707865,0.596491,0.298658,0.542857,0.091837,0.244898,0.102273,0.352941,0.509434
Baseline,age,gaussian,2,2,1000,0.289000,0.303102,0.775829,,,,,,0.141623,0.191710,0.333333,,0.336760,,,0.528090,0.526316,0.258389,0.485714,0.091837,0.336735,0.090909,0.411765,0.396226
Baseline,age,gaussian,3,2,1000,0.235000,0.245253,0.738785,,,,,,0.083825,0.191710,0.275534,,0.315486,,,0.314607,0.543860,0.201342,0.428571,0.086735,0.285714,0.068182,0.392157,0.283019
Baseline,age,glass,1,2,1000,0.510000,0.480839,0.857887,,,,,,0.229241,0.435233,0.664474,,0.389849,,,0.831461,0.403509,0.694631,0.571429,0.397959,0.173469,0.261364,0.352941,0.566038
Baseline,age,glass,2,2,1000,0.485000,0.446942,0.841207,,,,,,0.209095,0.409326,0.618421,,0.404612,,,0.730337,0.385965,0.704698,0.514286,0.367347,0.244898,0.159091,0.313725,0.490566
Baseline,age,glass,3,2,1000,0.468000,0.425648,0.824393,,,,,,0.164762,0.406667,0.571429,,0.448362,,,0.629213,0.263158,0.657718,0.528571,0.469388,0.183673,0.170455,0.274510,0.471698
Baseline,age,impulse,1,2,1000,0.361000,0.354494,0.810643,,,,,,0.164780,0.269430,0.434211,,0.380227,,,0.662921,0.543860,0.419463,0.642857,0.102041,0.224490,0.215909,0.431373,0.339623
Baseline,age,impulse,2,2,1000,0.321000,0.315254,0.790976,,,,,,0.128246,0.253333,0.381579,,0.331501,,,0.460674,0.561404,0.375839,0.628571,0.076531,0.214286,0.181818,0.372549,0.396226
Baseline,age,impulse,3,2,1000,0.283000,0.270649,0.759343,,,,,,0.120000,0.213333,0.333333,,0.408368,,,0.438202,0.526316,0.359060,0.542857,0.045918,0.142857,0.102273,0.411765,0.301887
Baseline,age,jpeg,1,2,1000,0.506000,0.478822,0.860083,,,,,,0.169041,0.455959,0.625000,,0.368043,,,0.831461,0.456140,0.694631,0.571429,0.357143,0.153061,0.306818,0.313725,0.584906
Baseline,age,jpeg,2,2,1000,0.490000,0.462912,0.847404,,,,,,0.219866,0.424870,0.644737,,0.372030,,,0.820225,0.315789,0.677852,0.614286,0.295918,0.244898,0.318182,0.235294,0.603774
Baseline,age,jpeg,3,2,1000,0.436000,0.409226,0.831926,,,,,,0.195119,0.357513,0.552632,,0.382560,,,0.685393,0.385965,0.553691,0.742857,0.188776,0.306122,0.227273,0.176471,0.754717
Baseline,age,shot,1,2,1000,0.313000,0.328620,0.802418,,,,,,0.187483,0.207254,0.394737,,0.342684,,,0.595506,0.614035,0.305369,0.557143,0.091837,0.173469,0.136364,0.470588,0.452830
Baseline,age,shot,2,2,1000,0.264000,0.287961,0.768349,,,,,,0.155625,0.165803,0.321429,,0.393246,,,0.460674,0.473684,0.218121,0.585714,0.081633,0.265306,0.090909,0.411765,0.358491
Baseline,age,shot,3,2,1000,0.242000,0.254903,0.734719,,,,,,0.126635,0.170984,0.297619,,0.349008,,,0.337079,0.561404,0.201342,0.500000,0.086735,0.244898,0.102273,0.352941,0.320755
Baseline,age,clean,0,3,1000,0.513000,0.485345,0.861842,,,,,,0.183597,0.461140,0.644737,,0.363612,,,0.831461,0.438596,0.684564,0.557143,0.387755,0.173469,0.340909,0.254902,0.660377
Baseline,age,cutout,1,3,1000,0.502000,0.472814,0.861422,,,,,,0.139705,0.465558,0.605263,,0.337649,,,0.853933,0.473684,0.697987,0.500000,0.306122,0.183673,0.352273,0.254902,0.641509
Baseline,age,cutout,2,3,1000,0.499000,0.470941,0.862549,,,,,,0.201118,0.404145,0.605263,,0.416060,,,0.808989,0.491228,0.691275,0.528571,0.311224,0.173469,0.352273,0.313725,0.584906
Baseline,age,cutout,3,3,1000,0.498000,0.472314,0.858410,,,,,,0.178007,0.440415,0.618421,,0.349258,,,0.786517,0.508772,0.684564,0.514286,0.326531,0.204082,0.329545,0.274510,0.603774
Baseline,age,defocus,1,3,1000,0.480000,0.428253,0.832669,,,,,,0.165833,0.439430,0.605263,,0.329620,,,0.674157,0.298246,0.708054,0.471429,0.448980,0.132653,0.250000,0.254902,0.433962
Baseline,age,defocus,2,3,1000,0.392000,0.331745,0.768925,,,,,,0.113947,0.340000,0.453947,,0.381127,,,0.382022,0.228070,0.634228,0.457143,0.352041,0.204082,0.113636,0.294118,0.188679
Baseline,age,defocus,3,3,1000,0.309000,0.253791,0.717658,,,,,,0.095088,0.273333,0.368421,,0.327826,,,0.247191,0.280702,0.513423,0.342857,0.301020,0.153061,0.034091,0.196078,0.132075
Baseline,age,gaussian,1,3,1000,0.327000,0.337150,0.804360,,,,,,0.227368,0.220000,0.447368,,0.404987,,,0.651685,0.701754,0.308725,0.557143,0.153061,0.040816,0.147727,0.411765,0.566038
Baseline,age,gaussian,2,3,1000,0.283000,0.290075,0.782563,,,,,,0.260476,0.180000,0.440476,,0.422711,,,0.471910,0.754386,0.268456,0.428571,0.127551,0.071429,0.113636,0.450980,0.433962
Baseline,age,gaussian,3,3,1000,0.223000,0.231892,0.740543,,,,,,0.182857,0.126667,0.309524,,0.403392,,,0.325843,0.684211,0.211409,0.328571,0.096939,0.051020,0.056818,0.470588,0.301887
Baseline,age,glass,1,3,1000,0.499000,0.472346,0.859461,,,,,,0.225048,0.419689,0.644737,,0.346349,,,0.831461,0.385965,0.664430,0.585714,0.377551,0.183673,0.295455,0.235294,0.641509
Baseline,age,glass,2,3,1000,0.489000,0.457145,0.842068,,,,,,0.166246,0.445596,0.611842,,0.354005,,,0.719101,0.385965,0.684564,0.528571,0.408163,0.153061,0.284091,0.254902,0.547170
Baseline,age,glass,3,3,1000,0.471000,0.429805,0.829052,,,,,,0.150293,0.435233,0.585526,,0.344713,,,0.651685,0.298246,0.667785,0.500000,0.459184,0.122449,0.261364,0.274510,0.433962
Baseline,age,impulse,1,3,1000,0.352000,0.356277,0.808985,,,,,,0.184286,0.280000,0.464286,,0.322791,,,0.685393,0.719298,0.392617,0.471429,0.137755,0.132653,0.181818,0.450980,0.396226
